genes
A430106G13Rik
Ptprc
Nek7
Lhx9
2310009B15Rik
Dennd1b
Zbtb41
Aspm
Cfhr2
Cfh
Kcnt2
Cdc73
B3galt2
Glrx2
Ro60
Uchl5
Gm29170
Rgs2
Rgs13
Rgs1
Rgs18
A230059L01Rik
Pla2g4a
Ptgs2os
Ptgs2
Odr4
Tpr
Prg4
Hmcn1
Gm10138
Ivns1abp
Swt1
Trmt1l
Rnf2
Fam129a
2810414N06Rik
Edem3
1700025G04Rik
Tsen15
Colgalt2
Rgl1
Arpc5
Ncf2
Smg7
Gm28791
Nmnat2
Lamc2
Lamc1
E330020D12Rik
Dhx9
Npl
Rgs16
Rnasel
Gm28512
Teddm2
Glul
A830008E24Rik
Cacna1e
Gm9530
Ier5
Mr1
Stx6
BC034090
Xpr1
Gm5532
Acbd6
Qsox1
Cep350
Tor1aip1
Tor1aip2
Axdnd1
Gm2000
Soat1
Abl2
Tor3a
Fam20b
Ralgps2
Angptl1
Rasal2
Cryzl2
Sec16b
Astn1
Pappa2
Cop1
4930523C07Rik
Tnn
Mrps14
Cacybp
Rabgap1l
Gm37529
Gm37328
Rc3h1
Serpinc1
Zbtb37
Gas5
Dars2
Cenpl
Klhl20
Prdx6
Suco
Pigc
Dnm3
2810442N19Rik
Dnm3os
Eef1aknmt
Vamp4
Myoc
Prrc2c
Fmo4
Fmo1
Fmo2
Fmo3
Prrx1
Gorab
Kifap3
Scyl3
BC055324
Mettl18
Sele
Sell
Selp
Gm16548
F5
Slc19a2
Ccdc181
Blzf1
Nme7
Atp1b1
Dpt
Xcl1
Sft2d2
Tiprl
Gm38190
Gpr161
Dcaf6
Mpc2
Adcy10
Mpzl1
Rcsd1
Creg1
Cd247
Gm37469
Pou2f1
Dusp27
Ildr2
Gm15853
Tada1
Pogk
Gm16701
Fam78b
Uck2
Tmco1
Aldh9a1
Mgst3
Rxrg
Pbx1
Nuf2
Rgs5
Rgs4
Ccdc190
Hsd17b7
3110045C21Rik
Ddr2
Uap1
Uhmk1
4930500M09Rik
Gm7694
Nos1ap
Olfml2b
Atf6
Dusp12
Gm26620
Fcrla
Fcgr2b
Fcgr3
Cfap126
Sdhc
Mpz
Pcp4l1
Tomm40l
Apoa2
Fcer1g
Ndufs2
Adamts4
B4galt3
Ppox
Usp21
Ufc1
Gm20045
Dedd
Nit1
Pfdn2
Klhdc9
Nectin4
Arhgap30
Usf1
Tstd1
F11r
B930036N10Rik
Alyref2
Cd244a
Ly9
Cd48
Slamf1
Cd84
Gm37065
Slamf6
Vangl2
Ncstn
Copa
Pex19
Dcaf8
Pea15a
Casq1
Igsf8
Atp1a2
Pigm
Tagln2
Cfap45
4933439K11Rik
Vsig8
Slamf8
Dusp23
Crp
Fcer1a
Ackr1
Cadm3
Aim2
Ifi206
Ifi213
Ifi209
Ifi208
Ifi207
Ifi204
Mndal
Ifi211
Ifi203
Ifi202b
Ifi205
Spta1
Fmn2
Grem2
Fh1
Opn3
Chml
Exo1
Pld5
Rbm8a2
Cep170
Sdccag8
Akt3
Gm26801
Zbtb18
Adss
Catspere2
Desi2
B230369F24Rik
Cox20
Hnrnpu
Efcab2
Kif26b
Smyd3
Tfb2m
Cnst
Sccpdh
Ahctf1
Cdc42bpa
Coq8a
Gm37336
Psen2
Itpkb
Stum
Parp1
Lin9
Acbd3
H3f3a
H3f3aos
Sde2
Pycr2
Lefty1
Tmem63a
Ephx1
Nvl
Cnih4
Wdr26
A430110L20Rik
Ccdc121
Lbr
Enah
Srp9
Degs1
1700047M11Rik
Fbxo28
Trp53bp2
Capn2
Susd4
Disp1
Brox
Aida
Mia3
Taf1a
Gm37986
Hhipl2
Gm37214
Dusp10
1700056E22Rik
Gm37800
Hlx
Gm34342
Marc1
Marc2
C130074G19Rik
Mark1
Rab3gap2
Iars2
Bpnt1
4930532G15Rik
Eprs
Slc30a10
Lyplal1
Tgfb2
Rrp15
A430105J06Rik
Gpatch2
Kctd3
Kcnk2
2900042K21Rik
A430027H14Rik
Cenpf
Ptpn14
Smyd2
Prox1
Rps6kc1
Angel2
Vash2
Flvcr1
Tatdn3
Nsl1
Batf3
Atf3
D730003I15Rik
Nenf
Pacc1
Ppp2r5a
Dtl
Ints7
Lpgat1
Gm38037
Nek2
Slc30a1
Rd3
Gm26670
Traf5
Rcor3
Gm10516
Kcnh1
Hhat
Sertad4
Gm15867
Syt14
Utp25
Irf6
A130010J15Rik
Traf3ip3
Lamb3
Hsd11b1
G0s2
Camk1g
Plxna2
Cd34
A330023F24Rik
Cd46
Cr1l
Cr2
Fam171a1
Nmt2
Rpp38
Acbd7
Meig1
Dclre1c
Suv39h2
Hspa14
Gm45902
Cdnf
Fam107b
Frmd4a
Gm13187
Gm36988
Gm13179
Prpf18
Bend7
Sephs1
Phyh
Ucma
Mcm10
Optn
Ccdc3
Camk1d
Cdc123
Nudt5
Gm13199
Sec61a2
Dhtkd1
Upf2
Proser2
Echdc3
Usp6nl
Celf2
Gm10115
Gata3
Taf3
Atp5c1
Kin
Itih2
Itih5
Sfmbt2
Prkcq
Gm13293
Pfkfb3
Rbm17
Il2ra
Il15ra
Fbh1
Ankrd16
Itga8
E030013I19Rik
Mindy3
Pter
Rsu1
Gm13270
Cubn
Trdmt1
Vim
St8sia6
Hacd1
Stamos
Stam
Mrc1
Slc39a12
Cacnb2
Gm10848
Gm13269
Nsun6
Arl5b
Malrd1
Plxdc2
Nebl
A930004D18Rik
Skida1
1810059C17Rik
Mllt10
Dnajc1
Commd3
Bmi1
Gm20539
Pip4k2a
4930426L09Rik
Armc3
Msrb2
Otud1
Etl4
Arhgap21
Enkur
Thnsl1
Apbb1ip
Pdss1
Abi1
Acbd5
Mastl
Yme1l1
Spopl
Hnmt
Gm13411
Il1rn
Psd4
Ehmt1
Arrdc1
Zmynd19
Dph7
Mrpl41
Pnpla7
Nsmf
Nrarp
Tor4a
Nelfb
Tubb4b
Rnf208
Ndor1
Tmem203
Tprn
Ssna1
Anapc2
Man1b1
Dpp7
Uap1l1
Sapcd2
Entpd2
Npdc1
Fut7
Abca2
Paxx
Clic3
Ptgds
C8g
Fbxw5
Traf2
Edf1
Mamdc4
Phpt1
Ajm1
Rabl6
Tmem141
Bmyc
Kcnt1
Camsap1
Ubac1
Nacc2
Tmem250-ps
Qsox2
Gpsm1
Dnlz
Card9
Snapc4
Entr1
Pmpca
Inpp5e
Sec16a
0610009E02Rik
Notch1
Egfl7
Agpat2
Dipk1b
Surf6
Med22
Rpl7a
Surf1
Surf2
Surf4
Rexo4
Cacfd1
Slc2a6
Adamtsl2
Sardh
Vav2
Brd3os
Brd3
Wdr5
Gm13421
Rxra
2810430I11Rik
Col5a1
Olfm1
Ppp1r26
1700007K13Rik
Mrps2
Gm10134
Ralgds
Gtf3c5
Gfi1b
Tsc1
Spaca9
Gtf3c4
Ddx31
Ttf1
Setx
6530402F18Rik
Med27
Rapgef1
Trub2
Coq4
Slc27a4
Urm1
2600006K01Rik
Cercam
Odf2
Gle1
Sptan1
Wdr34
Set
Pkn3
Zdhhc12
Zer1
Tbc1d13
Endog
Spout1
Kyat1
1700084E18Rik
Lrrc8a
Phyhd1
Dolk
Nup188
Sh3glb2
Miga2
Dolpp1
Crat
Ptpa
Ier5l
Cstad
Gm14488
1700001O22Rik
Ntmt1
Asb6
Prrx2
Ptges
Tor1b
Tor1a
BC005624
Usp20
Fnbp1
D330023K18Rik
Gpr107
Ncs1
Hmcn2
Ass1
Fubp3
Exosc2
Abl1
Qrfp
Lamc3
Aif1l
Nup214
Fam78a
Plpp7
Prrc2b
Pomt1
Uck1
Swi5
Golga2
Dnm1
Ciz1
1110008P14Rik
Lcn2
Ptges2
Slc25a25
Naif1
Fam102a
Dpm2
St6galnac4
St6galnac6
Ak1
Eng
Fpgs
Cdk9
Sh2d3c
6330409D20Rik
Ttc16
Tor2a
Ptrh1
Stxbp1
Gm13524
Gm13523
Fam129b
Lrsam1
Rpl12
Slc2a8
Garnl3
Ralgps1
Angptl2
Zbtb34
Zbtb43
Lmx1b
C130021I20Rik
Mvb12b
C230014O12Rik
Pbx3
Mapkap1
Gapvd1
Hspa5
Rabepk
Fbxw2
Psmd5
Phf19
Traf1
Cntrl
Rab14
Gsn
Stom
Ggta1
Gm13446
Dab2ip
Ttll11
9030204H09Rik
Ndufa8
Morn5
Lhx6
Rbm18
Mrrf
Gm13431
Ptgs1
Pdcl
Rc3h2
Zbtb6
Zbtb26
Rabgap1
Strbp
Gpr21
Dennd1a
Lhx2
Nek6
Psmb7
Nr6a1
Olfml2a
Gm13496
Wdr38
Rpl35
Arpc5l
Golga1
Scai
Ppp6c
Lrp1b
Arhgap15
Gtdc1
Zeb2
Zeb2os
Gm13470
Acvr2a
Orc4
Mbd5
Epc2
Kif5c
Lypd6
Mmadhc
Gm13483
Rnd3
Rbm43
Nmi
Tnfaip6
Rif1
Neb
Arl5a
A430018G15Rik
Cacnb4
Stam2
Fmnl2
Prpf40a
Arl6ip6
Rprm
Nr4a2
BB557941
A930012O16Rik
Gpd2
Galnt5
Cytip
Acvr1
Upp2
Ccdc148
Pkp4
Dapl1
Tanc1
Wdsub1
Baz2b
Gm13620
March7
Cd302
Ly75
Pla2r1
Rbms1
Tank
Psmd14
Dpp4
Fap
Ifih1
Gca
Fign
Grb14
Cobll1
Gm13594
Slc38a11
Scn3a
Scn2a
Csrnp3
Galnt3
Ttc21b
Scn1a
Scn9a
Scn7a
B3galt1
Stk39
Cers6
Nostrin
Spc25
Dhrs9
Bbs5
Klhl41
Fastkd1
Ppig
Ccdc173
Phospho2
Klhl23
Ssb
Mettl5
Gm13625
Mettl5os
Ubr3
Erich2
Gad1
Gm26558
Gorasp2
Tlk1
Mettl8
Dcaf17
Cybrd1
Dync1i2
Slc25a12
Hat1
Metap1d
Dlx2
Platr26
Itga6
Pdk1
Rapgef4
Map3k20
Cdca7
Sp3
Sp3os
Ola1
Cir1
Scrn3
Gpr155
Gm13703
D230022J07Rik
Wipf1
Chrna1
Chrna1os
Chn1os3
Chn1
Atf2
Atp5g3
Lnpk
Hoxd11
Hoxd10
Hoxd9
Hoxd3os1
Hoxd8
Hoxd3
Hoxd4
Mtx2
2600014E21Rik
Hnrnpa3
Nfe2l2
E030042O20Rik
Gm13657
Agps
Ttc30b
Ttc30a2
Ttc30a1
Pde11a
Rbm45
Osbpl6
Prkra
Fkbp7
Plekha3
Ttn
Ccdc141
Sestd1
Zfp385b
Cwc22
Ube2e3
Itga4
Cerkl
Itprid2
Pde1a
Dnajc10
Frzb
Nckap1
Dusp19
Nup35
Zc3h15
Itgav
Fam171b
Calcrl
Tfpi
Gm13710
Ctnnd1
Selenoh
Tmx2
Med19
Zdhhc5
Clp1
Ypel4
Gm19426
Serping1
Ube2l6
Timm10
Slc43a1
Slc43a3
Prg2
Prg3
P2rx3
Ssrp1
Tnks1bp1
Aplnr
Gm13713
Lrrc55
Gm13715
Olfr1033
Olfr1034
Olfr1124
Olfr1160
Ptprj
Nup160
Fnbp4
Agbl2
Mtch2
C1qtnf4
Ndufs3
Kbtbd4
Ptpmt1
Celf1
Rapsn
Gm13778
Psmc3
Slc39a13
Spi1
Madd
Nr1h3
Acp2
Ddb2
Pacsin3
Arfgap2
1110051M20Rik
Lrp4
Ckap5
F2
Zfp408
Arhgap1
Atg13
Harbi1
Ambra1
Mdk
Dgkz
Creb3l1
2900072N19Rik
Phf21a
Large2
Pex16
1700029I15Rik
Mapk8ip1
Cry2
D930015M05Rik
Slc35c1
Chst1
Syt13
Prdm11
4631405J19Rik
Trp53i11
Tspan18
Cd82
Alx4
Ext2
Accs
Gm13889
Alkbh3
Hsd17b12
Ttc17
2810002D19Rik
Api5
Lrrc4c
Gm10800
B230118H07Rik
Rag1
Traf6
Prr5l
Commd9
Ldlrad3
Trim44
Fjx1
Pamr1
Cd44
Pdhx
Apip
Ehf
Cat
Abtb2
Nat10
Caprin1
Lmo2
Fbxo3
Cd59b
Cd59a
D430041D05Rik
Hipk3
Cstf3
Tcp11l1
Depdc7
Qser1
Ccdc73
Eif3m
Rcn1
Elp4
Immp1l
Dnajc24
BB218582
Mpped2
Arl14ep
Mettl15
Kif18a
Bdnf
Lin7c
Lgr4
Ccdc34
Bbox1
Fibin
Lpcat4
Nop10
Slc12a6
Emc4
Katnbl1
Emc7
Aven
Fmn1
Grem1
Scg5
Arhgap11a
Actc1
Aqr
Zfp770
Dph6
BC052040
Meis2
2700033N17Rik
D330050G23Rik
Gm29340
Spred1
Fam98b
Rasgrp1
Gm13986
Thbs1
Fsip1
Gpr176
Eif2ak4
Srp14
Bmf
Bub1b
Plcb2
Inafm2
Ccdc9b
Disp2
Knstrn
Gm14091
Ivd
Bahd1
Chst14
Ccdc32
Rpusd2
Knl1
Rad51
Rmdn3
Gchfr
Dnajc17
Zfyve19
Vps18
Gm14207
Dll4
Chac1
Ino80
Exd1
Chp1
Oip5os1
Oip5
Nusap1
Ndufaf1
Rtf1
Rpap1
Tyro3
Mga
Mapkbp1
Jmjd7
Pla2g4b
Ehd4
Vps39
Tmem87a
Ganc
Capn3
Zfp106
Snap23
Lrrc57
Haus2
Stard9
Cdan1
Ttbk2
AV039307
Ubr1
Tmem62
Ccndbp1
Epb42
Lcmt2
Adal
Zscan29
Tubgcp4
Trp53bp1
Map1a
Ppip5k1
Catsper2
Pdia3
Serf2
Hypk
Mfap1b
Mfap1a
Wdr76
Frmd5
Casc4
Ctdspl2
Eif3j1
Spg11
B2m
Trim69
Sord
Duoxa1
Shf
Slc28a2
Gatm
AA467197
Slc30a4
4930417H01Rik
Bloc1s6os
Bloc1s6
Sqor
Sema6d
Slc24a5
Myef2
Gm14002
Dut
Fbn1
Gm9913
Cep152
Shc4
Eid1
Secisbp2l
Cops2
Galk2
Fgf7
Dtwd1
Atp8b4
Hdc
Gabpb1
Gm27003
Usp8
Usp50
Trpm7
Sppl2a
Ap4e1
Blvra
Ncaph
Itpripl1
1810024B03Rik
Snrnp200
Ciao1
Tmem127
Stard7
Dusp2
Adra2b
Fahd2a
Kcnip3
Zfp661
Mrps5
Mal
Mall
Nphp1
Mtln
Bub1
Bcl2l11
Morrbid
Anapc1
Mertk
Tmem87b
Fbln7
Zc3h8
Gm10762
Zc3h6
Ttl
Polr1b
Chchd5
AI847159
Gm14029
Slc20a1
A730036I17Rik
Ckap2l
Gm14023
Il1a
Il1b
Sirpa
Stk35
Snrpb
Nop56
Idh3b
Ebf4
Cpxm1
Pced1a
Vps16
Ptpra
Mrps26
Oxt
Avp
Ubox5
Fastkd5
Lzts3
Ddrgk1
Itpa
Slc4a11
4930402H24Rik
A730017L22Rik
Atrn
Gfra4
Adam33
Hspa12b
1700037H04Rik
Spef1
Cenpb
Cdc25b
Ap5s1
Mavs
Pank2
Rnf24
Smox
Prnp
Prnd
Rassf2
Slc23a2
Tmem230
Pcna
AV099323
Cds2
Gpcpd1
Shld1
Trmt6
Mcm8
Crls1
Bmp2
Tmx4
Plcb1
Plcb4
Lamp5
Ankef1
Mkks
Slx4ip
Jag1
Btbd3
Ism1
Tasp1
Esf1
Ndufaf5
Macrod2
Flrt3
Kif16b
Snrpb2
Otor
Pcsk2os1
Pcsk2
Bfsp1
Dstn
Rrbp1
Snx5
Mgme1
Kat14
Dzank1
Polr3f
Rbbp9
Sec23b
Smim26
Dtd1
Slc24a3
Rin2
Naa20
Crnkl1
Ralgapa2
Kiz
Xrn2
AI646519
Pax1
Foxa2
Thbd
Cd93
Nxt1
Gzf1
Napb
Cstdc2
Cst3
Zfp120
Zfp937
3300002I08Rik
Gm10130
Zfp442
Cst7
Apmap
Acss1
E130215H24Rik
Entpd6
Pygb
Abhd12
Gins1
Ninl
Nanp
Nsfl1c
Gm14167
Fkbp1a
Sdcbp2
Snph
Tmem74b
Psmf1
Rspo4
Angpt4
Gm14154
Fam110a
Slc52a3
Srxn1
Tcf15
Csnk2a1
Tbc1d20
Rbck1
Trib3
Sox12
Zcchc3
Defb25
Rem1
H13
Mcts2
Id1
Cox4i2
Bcl2l1
Tpx2
Foxs1
Dusp15
Pdrg1
Ccm2l
Hck
Tm9sf4
Tspyl3
Plagl2
Pofut1
Kif3b
2500004C02Rik
Asxl1
Nol4l
Commd7
Dnmt3b
Mapre1
Bpifa1
Bpifb1
Bpifb5
Cdk5rap1
Snta1
Cbfa2t2
Necab3
1700003F12Rik
E2f1
Pxmp4
4930519P11Rik
Zfp341
Gm14198
Chmp4b
Raly
Eif2s2
Ahcy
Itch
Dynlrb1
Map1lc3a
Pigu
Trp53inp2
Ncoa6
Ggt7
Acss2
Gss
Myh7b
Trpc4ap
Edem2
Procr
BC029722
Eif6
Uqcc1
Gdf5
Cep250
6430550D23Rik
Ergic3
Spag4
Cpne1
Nfs1
Romo1
Rbm39
Phf20
Scand1
Cnbd2
2900097C17Rik
Epb41l1
Aar2
Dlgap4
4930405A21Rik
Myl9
Tgif2
5430405H02Rik
Rab5if
Sla2
Ndrg3
Dsn1
Soga1
Samhd1
Rbl1
Rpn2
Manbal
Src
Gm14286
Blcap
Nnat
Ctnnbl1
Tti1
Rprd1b
Tgm2
D630003M21Rik
Lbp
Snhg17
Snhg11
Ralgapb
Adig
Actr5
Ppp1r16b
Fam83d
Dhx35
Gm826
Mafb
Gm14221
Top1
Plcg1
Zhx3
Gm16751
Lpin3
Emilin3
Chd6
Gm45447
Srsf6
Sgk2
Ift52
Mybl2
Tox2
Jph2
Oser1
2900093K20Rik
Fitm2
2310001K24Rik
R3hdml
Ttpal
Serinc3
0610039K10Rik
Pkig
Ada
Ccn5
Ywhab
Pabpc1l
Tomm34
Stk4
Kcns1
Wfdc12
Slpi
Matn4
Rbpjl
Sdc4
Sys1
Gm14302
Dbndd2
Pigt
Wfdc2
Wfdc6a
Wfdc3
Dnttip1
Ube2c
Tnnc2
Snx21
Acot8
Zswim3
Zswim1
Neurl2
Ctsa
Pltp
Pcif1
Zfp335
Zfp335os
Mmp9
Slc12a5
Ncoa5
Cd40
Slc35c2
Elmo2
Zfp334
Trp53rka
Slc2a10
Eya2
Zmynd8
Ncoa3
Sulf2
5031425F14Rik
Prex1
Trp53rkb
Arfgef2
Cse1l
Stau1
Ddx27
Znfx1
Zfas1
Kcnb1
1110018N20Rik
Ptgis
B4galt5
Slc9a8
Spata2
Rnf114
Snai1
Gm11476
Ube2v1
Tmem189
Cebpb
9230111E07Rik
1200007C13Rik
Ptpn1
Ripor3
Pard6b
Adnp
Dpm1
Mocs3
Nfatc2
Atp9a
Zfp64
Tshz2
Zfp217
Bcas1
Pfdn4
Dok5
Fam210b
Aurka
Cstf1
Cass4
Gm14455
Rtf2
Bmp7
Spo11
Rae1
Rbm38
Ctcflos
Zbp1
Pmepa1
Rab22a
Vapb
Stx16
Npepl1
Gnasas1
Gnas
Gm20721
Nelfcd
Ctsz
Tubb1
Atp5e
Prelid3b
Zfp831
Edn3
Gm14399
Gm14443
Gm14391
Gm4631
Zfp968
Gm4724
Gm6710
Gm14308
Zfp973
Gm14305
Gm14295
Gm14296
Gm14419
Gm14410
Gm14418
Zfp970
Gm14403
Gm14322
Gm14325
Gm14327
Gm14326
Zfp971
Zfp931
Phactr3
Ppp1r3d
Fam217b
Cdh4
Taf4
4921531C22Rik
Lsm14b
Psma7
Ss18l1
Mtg2
Osbpl2
Adrm1
Lama5
Rps21
Cables2
B230312C02Rik
Slco4a1
Mrgbp
Ogfr
Col9a3
Tcfl5
Dido1
Gid8
Slc17a9
Ythdf1
Nkain4
Arfgap1
9230112E08Rik
Col20a1
Ppdpf
Srms
Fndc11
Helz2
Gmeb2
Rtel1
Arfrp1
Zgpat
Zbtb46
Tpd52l2
Dnajc5
Uckl1
Zfp512b
Prpf6
Samd10
Gm29797
Sox18
Tcea2
Rgs19
Pcmtd2
Polr3k
Gm17308
2700069I18Rik
Zfhx4
Pex2
Gm8797
Pkia
Zc2hc1a
Il7
Gm16685
Stmn2
Hey1
Mrps28
Tpd52
Zbtb10
C030034L19Rik
Zfp704
Pag1
Fabp5
Fabp4
Impa1
Zfand1
Chmp4c
Snx16
Lrrcc1
E2f5
Rbis
Car13
Car1
Car3
Car2
Ythdf3
Bhlhe22
Cyp7b1
Armc1
Mtfr1
Pde7a
Cp
Hps3
Hltf
Gyg
